"PID","Status","Progress","Duration..in.seconds.","Finished","consent","intro","cond_pos","cond_neg","message_choice","choice_dom","choice_nondom","comp_dom_1","comp_nondom_1","attitude_dom","attitude_nondom","preference","keep_1","keep_2","keep_3","keep_4","keep_5","keep_6","keep_7","keep_8","keep_9","keep_10","CWV_1","CWV_2","CWV_3","CWV_4","CWV_5","CWV_6","CWV_7","CWV_8","CWV_9","CWV_10","check_1","check_2","age","gender_.99_TEXT","race_5_TEXT","feedback","cond","cond_word","cond_word1","Employment_1","Employment_2","Employment_3","Employment_4","Employment_5","Employment_6","Employment_7","Employment_8","Employment_9","gender","race_1","race_2","race_3","race_4","race_5","race_6","income","edu"
275,"0","100","817","1","1","4","","The message has a cold tone to it and is more or less about the bottom line. It's not encourgaging it's more so demanding.","2","","1","","40","","3","6","100","100","100","100","100","100","100","100","100","100","7","4","5","3","6","6","6","2","6","4","5","Pink","33","","","","neg","negatively","negative","","Part-time","","","","","","","","woman","","black","","","","","$40,001-$60,000","4yearColl"
276,"0","100","611","1","1","4","This Can Motivate and Help and Encourage Them To At Least Try Their Best and Work Very Hard to Earn the Bonus and Not Stress Out or Pressure Themselves and Don't Slack Off With This Task.","","1","1","","30","","5","","4","50","50","50","75","75","100","100","100","100","100","1","6","2","2","7","4","3","1","7","5","5","Blue","24","","","","pos","positively","positive","","Part-time","","","","","","","","man","","black","","","","","Prefer not to answer","GED"
277,"0","100","466","1","1","4","","this message sounds like a threat and it focuses on the negative consequence.","2","","2","","10","","2","5","18","30","48","56","70","72","79","85","89","100","3","5","3","2","6","3","5","2","5","5","5","blue","49","","","","neg","negatively","negative","","Part-time","","","","","","","","woman","asian","","","","","","$160,001-$180,000","4yearColl"
278,"0","100","850","1","1","4","","I do not feel the message has any words of encouragement. It lacks enthusiasm and appreciation. Further, the message is focusing on consequences over motivation.","2","","1","","25","","2","6","10","20","30","40","50","60","70","80","90","100","4","7","1","1","7","4","7","1","7","6","5","blue","51","","","Thank you for this unique study. I really enjoyed it. Have a great day.","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$20,001-$40,000","GED"
279,"0","100","1075","1","1","4","","The employee might be pressured or undervalued, thinking the manager is only focused on result or not on their well-being, which could lead to frustration or depressed motivation. ","1","1","","30","","5","","5","60","70","60","80","70","60","70","60","70","80","5","6","5","4","4","4","4","5","6","5","5","Black","72","","","Thanks for giving this opportunity.","neg","negatively","negative","Full-time","","","","","","","","","woman","","black","","","","","$40,001-$60,000","4yearColl"
280,"0","100","812","1","1","4","","it would feel as though they will look down on you if you don't do well or are not good enough if you don't recieve the bonus.  it would make me not want to try hard as it feels like part of the aspect should be to have fun ","2","","2","","17","","3","5","19","30","39","46","50","55","61","65","78","91","2","5","3","5","5","3","5","3","5","5","5","blue","48","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$80,001-$100,000","2yearColl"
281,"0","100","650","1","1","4","they might have a positive reaction knowing there is a bonus and working towards that bonus. They might be grateful towards the manager for offering a bonus.","","1","1","","35","","6","","5","25","40","50","60","70","75","80","85","90","100","1","6","1","1","7","4","7","1","7","7","5","blue","31","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$20,001-$40,000","4yearColl"
282,"0","100","334","1","1","4","","They might feel more stressed or pressured into completing the task","2","","1","","40","","3","4","10","20","33","47","62","75","90","94","100","100","5","6","1","3","6","3","5","1","4","4","5","Blue","32","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$140,001-$160,000","4yearColl"
283,"0","100","407","1","1","4","I think they may be motivated and want to do well to get the bonus.  ","","2","","1","","30","","3","6","4","25","36","45","52","65","75","90","95","100","1","5","2","1","7","1","7","1","7","4","5","turquoise","50","","","n/a","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","4yearColl"
284,"0","100","912","1","1","4","","This message comes across as rude and demanding. By saying the employee will not get the full bonus if they fail to complete this task is threatening!","2","","2","","9","","1","6","20","50","60","75","75","74","75","75","100","100","7","7","1","2","7","7","7","7","1","3","5","green","44","","","Thank you very much!","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","4yearColl"
285,"0","100","752","1","1","4","I think some people would act positively to this message.  They may like the thought that their fate is in their own hands and find that motivating. ","","2","","1","","40","","6","5","100","100","100","100","100","100","100","100","100","100","2","7","1","1","5","3","6","1","5","6","5","Green","64","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$40,001-$60,000","MA"
286,"0","100","280","1","1","4","It is very direct to the point. It gives them specific direction on what to do.","","2","","2","","41","","2","6","10","10","40","50","60","60","80","80","100","100","2","5","2","2","6","3","6","2","6","6","5","Blue","54","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","Over $200,000","MA"
287,"0","100","447","1","1","4","The employee might feel that the manager believes in their abilities and is counting on them, which could create a sense of trust and mutual responsibility. They may also appreciate the managers directness and clarity, seeing it as a sign of respect and professionalism rather than pressure.","","1","1","","47","","4","","5","0","0","0","0","0","0","0","0","5","95","4","4","2","1","2","3","5","1","5","5","5","Black","52","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$140,001-$160,000","GED"
288,"0","100","495","1","1","4","It gives off a vibe of ok let's go! This can be very motivating and pump someone up giving them positive feelings toward their manager.","","2","","2","","41","","3","5","0","0","30","40","50","60","70","80","90","100","2","6","1","1","5","2","6","1","6","3","5","yellow","35","","","","pos","positively","positive","","Part-time","","","","","","","","woman","","","white","","","","$60,001-$80,000","MA"
289,"0","100","443","1","1","4","","I think that they may have some negative thoughts in the form of doubt that they could not do good. They may also feel some negativity associated with feeling pressure to work harder from the manager.","2","","1","","43","","4","6","2","4","2","3","6","6","23","41","58","100","4","6","2","4","6","6","7","2","6","4","5","blue","44","","","none","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","4yearColl"
290,"0","100","405","1","1","4","I think they would feel like they are doing a great job and know their expectations.","","2","","1","","28","","7","6","43","64","42","25","49","73","54","41","33","78","6","6","2","2","6","4","6","6","5","7","5","Purple","25","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","4yearColl"
291,"0","100","304","1","1","4","They will think the manager is encouraging and trying to help them earn as much as they can. They will be appreciative.","","1","1","","50","","7","","6","100","100","100","100","100","100","100","100","100","100","5","5","1","4","7","2","6","1","4","1","5","Olive green","56","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$0-$20,000","4yearColl"
292,"0","100","20","1","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","neg","negatively","negative","","","","","","","","","","","","","","","","","",""
293,"0","100","496","1","1","4","","I think the employee would think that this would be a negative message to receive because it is kind of threatening. I think they would not like their manager is they were to receive this type of message. ","2","","2","","28","","1","6","18","30","40","50","60","70","80","85","90","100","4","7","1","1","7","1","7","1","6","7","5","Emerald Green","36","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$100,001-$120,000","4yearColl"
294,"0","100","285","1","1","4","","An employee might think that the manager does not appreciate their hard work already.","2","","2","","34","","2","6","76","87","93","93","92","93","92","94","93","99","5","6","3","4","5","4","6","4","7","5","5","blue","21","","","","neg","negatively","negative","","","","","","","","Student","","woman","","","","hispanic","","","$0-$20,000",NA
295,"0","100","8","1","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","pos","positively","positive","","","","","","","","","","","","","","","","","",""
296,"0","100","350","1","1","4","i think that the employee could think of this message positively because they would be encouraged by the idea of getting the bonus, therefor it would make them do their best and work hard to achieve that.","","2","","1","","50","","5","6","10","20","30","40","50","60","70","80","90","100","2","7","1","1","7","1","7","1","5","1","5","black","29","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$80,001-$100,000","GED"
297,"0","100","1072","1","1","4","","The employee can feel like the manager is putting too much pressure on them or even threatening them.","2","","1","","46","","5","6","10","20","30","40","50","60","70","80","88","100","1","4","1","1","2","4","6","5","6","2","5","blue","45","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","black","","","","","$20,001-$40,000","GED"
298,"0","100","458","1","1","4","","The employee might not care about the bonus or completing the task. The message sounds condescending to the employee.","2","","2","","50","","3","5","0","0","0","0","50","50","50","50","50","100","3","3","2","2","5","4","7","2","7","5","5","red","54","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$80,001-$100,000","4yearColl"
299,"0","100","895","1","1","4","There is a bit of encouragement for the employee about how this task needs to be done. I can see that when the manager says to the employee to do their absolute best. ","","2","","1","","45","","4","6","50","50","50","50","50","50","50","50","50","50","2","2","2","2","2","6","6","2","7","4","5","purple","31","","","","pos","positively","positive","","Part-time","","","","","","","","woman","","","","hispanic","","","$40,001-$60,000","2yearColl"
300,"0","100","326","1","1","4","The words of encouragement to do their best can be seen as positive.","","2","","2","","25","","3","6","0","10","10","10","10","10","10","10","10","20","3","4","4","4","5","4","6","2","6","5","5","Blue","32","","","None","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$60,001-$80,000","4yearColl"
301,"0","100","390","1","1","4","They might be a person that could work well under pressure and feel more motived by a  message like this and think the manager is strict but fair.","","2","","2","","21","","2","6","15","35","39","42","44","50","53","56","84","92","4","4","3","4","5","4","5","1","5","6","5","Blue","24","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$40,001-$60,000","GED"
302,"0","100","860","1","1","4","","The implied threat of not receiving the full bonus if the employee does not do their best is a sure deterrent towards a positive interaction.  They would consider the manager domineering and believe that the manager doubts their intelligence and work ethic.","2","","1","","41","","2","6","49","61","65","72","74","74","75","100","100","100","2","6","1","1","6","2","6","2","5","5","5","green","68","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$60,001-$80,000","GED"
303,"0","100","543","1","1","4","","because it is kind of curt. Like matter of factish not pleasant at all I would feel a certain way being spoken to like that","2","","1","","43","","6","6","5","10","15","16","25","30","35","40","45","50","5","5","2","2","6","7","7","3","6","3","5","red","53","","","no","neg","negatively","negative","Full-time","","","","","","","","","woman","","black","","","","","$180,001-$200,000","GED"
304,"0","100","923","1","1","4","The employee could view the message positively if they think about the reward they will get of the full bonus by working hard .","","2","","2","","30","","2","5","100","100","100","100","100","100","100","100","100","100","3","5","2","2","6","3","5","2","5","5","5","black","38","","","","pos","positively","positive","Full-time","","","","","","","","","man","","black","","hispanic","","","$20,001-$40,000","4yearColl"
305,"0","100","406","1","1","4","I will do my best and get the job done as I realize how important it is.","","2","","1","","25","","7","6","25","24","25","50","50","50","50","75","75","75","3","4","2","2","5","4","6","2","6","5","5","hunter green","56","","","none","pos","positively","positive","","Part-time","","","","","","","","woman","","","white","","","","$180,001-$200,000","2yearColl"
306,"0","100","260","1","1","4","","If I send that message, the employee will feel pressured to do well and get nervous. If that happens, they might not perform well hence not earn the bonus.","2","","1","","45","","6","6","10","20","30","40","50","60","70","80","90","100","4","6","1","5","6","4","6","1","6","5","5","Blue","28","","","","neg","negatively","negative","Full-time","","","","","","","Student","","woman","","","white","hispanic","","","Prefer not to answer","MA"
307,"0","100","635","1","1","4","The positive thoughts could be the willingness to complete the task that is asked of them and to do their best. They are also reminded about the bonus that they could receive.","","2","","2","","40","","2","4","55","60","65","70","75","80","85","90","95","100","5","5","1","2","5","5","6","1","6","5","5","Pink","47","","","Thank you for the study. ","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","Over $200,000","4yearColl"
308,"0","100","446","1","1","4","They understand the task as well as the objective. There is a clear guideline on how to get the entire bonus. ","","2","","2","","28","","2","6","13","17","34","42","50","59","72","81","86","100","4","6","2","2","3","5","6","1","5","2","5","Black","44","","","","pos","positively","positive","Full-time","","","","","","","","","man","asian","","","","","","$100,001-$120,000","4yearColl"
309,"0","100","19","1","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","neg","negatively","negative","","","","","","","","","","","","","","","","","",""
310,"0","100","20","1","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","pos","positively","positive","","","","","","","","","","","","","","","","","",""
311,"0","100","351","1","1","4","The overall sentiment is fairly uplifting intended to stoke their motivation.  I could imagine pride from having done well being a big motivator as well.","","2","","1","","30","","6","5","100","100","100","100","100","100","100","100","100","100","1","7","1","2","7","1","3","1","5","6","5","Blue","33","","","","pos","positively","positive","","Part-time","","","","","","","","man","","","white","","","","$40,001-$60,000","4yearColl"
312,"0","100","327","1","1","4","I think the employee could feel encouraged by the manager telling them to do their absolute best across all the rounds. It also fosters a working relationship between the manager and employee, where the employee's performance correlates to the bonus they receive.","","2","","1","","50","","2","5","0","0","0","0","0","100","100","100","100","100","3","6","2","2","6","3","7","1","5","6","5","Blue","24","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$20,001-$40,000","4yearColl"
313,"0","100","341","1","1","4","","This isn't encouraging. It sounds threatening, and likely wouldn't encourage the employee or make them feel like a team member.","2","","1","","35","","3","6","20","30","30","30","40","50","60","75","90","100","2","6","2","1","6","5","6","1","5","6","5","Blue","58","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$160,001-$180,000","4yearColl"
314,"0","100","593","1","1","4","They may be thankful you are letting them know the bonus depends on it.  They will want to get a good bonus","","2","","1","","35","","5","6","0","100","100","100","100","100","100","100","100","100","3","6","3","3","6","3","6","2","6","5","5","black","42","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$60,001-$80,000","4yearColl"
315,"0","100","485","1","1","4","It is encouraging and lets them know that I think the employees are capable. And by putting in there that there is a bonus on the line, that helps to motivate","","1","1","","40","","3","","5","40","50","60","70","80","90","95","95","100","100","3","3","2","2","7","6","7","2","5","6","5","green","","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","PHD"
316,"0","100","306","1","1","4","The only positive aspect I get from this prompt is that it seems to push you to do your best; it seems encouraging.","","2","","2","","33","","3","6","14","21","28","35","42","47","67","73","80","100","3","5","2","3","6","3","6","3","6","5","5","purple","32","","","","pos","positively","positive","Full-time","","","","","","","","","woman","asian","","white","","","","$40,001-$60,000","GED"
317,"0","100","506","1","1","4","","In this kind of scenario you want to avoid  pressure, but the manager seems to not consider that an dis focused on the bonus more than the employee
","2","","1","","35","","6","6","80","80","81","79","68","66","63","59","58","56","6","6","6","1","4","6","6","6","6","6","5","Pink","51","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","black","white","","","","$100,001-$120,000","4yearColl"
318,"0","100","447","1","1","4","","The employee could feel threatened by the language used in an “or else” capacity. As in, you WILL do a great job or else you will NOT receive the bonus. It lacks encouragement, and also incites fear in the employee.","2","","2","","37","","2","6","100","100","100","100","100","100","100","100","100","100","5","5","2","4","6","5","6","2","3","5","5","Purple","27","","","I think that it is better to rule with a gentle hand than an iron fist in any scenario.","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","4yearColl"
319,"0","100","866","1","1","4","It's time to get in there and do the absolute best across all rounds. This is a very enclosed statement, letting the employee know that they have an opportunity to put forth their best efforts to succeed.","","2","","1","","40","","3","6","8","14","16","15","17","42","45","54","75","100","1","7","1","1","6","4","7","1","7","4","5","Purple ","54","","","","pos","positively","positive","Full-time","","","","","","","","","man","","black","","","","","$80,001-$100,000","4yearColl"
320,"0","100","418","1","1","4","I think the message could have a positive reaction to the message because they would appreciate knowing they might not get a full bonus if they don't complete the task. I think the message may also come across as trying to build them up, which they might appreciate.","","2","","1","","47","","5","5","25","50","50","75","75","100","100","100","100","100","4","6","3","1","7","1","7","1","4","5","5","Purple","41","","","","pos","positively","positive","","Part-time","","","","","","","","woman","","","white","","","","$0-$20,000","2yearColl"
321,"0","100","685","1","1","4","The manager is upfront about the situation and there will be no surprises. One could also imply that if the employee completes the task and does it well, they will get a full bonus.","","2","","1","","45","","3","5","10","10","30","50","70","80","85","90","95","100","4","5","3","1","6","5","6","1","6","4","5","blue","32","","","","pos","positively","positive","Full-time","","","","","","","","","man","","black","","","","","$100,001-$120,000","4yearColl"
322,"0","100","450","1","1","4","","They might think that the manager expects perfection which is hard for even the most talented people to do.  It also might think the manager is looking for way to not give them the bonus.","2","","1","","34","","2","6","5","8","14","25","47","60","72","91","95","100","3","6","3","2","7","4","5","1","6","7","5","Blue","48","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$80,001-$100,000","4yearColl"
323,"0","100","407","1","1","4","","It is threatening.  I would probably react badly to it.","2","","2","","20","","2","6","25","25","25","25","30","30","30","40","40","75","1","7","1","7","7","1","7","1","7","4","5","yellow","70","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","4yearColl"
324,"0","100","319","1","1","4","","This message feels very impersonal and an employee may catch on to that. It feels threatening and does not seem like the employee is valued.","2","","1","","41","","2","6","17","39","56","65","72","78","83","90","95","100","3","7","2","1","7","3","6","2","5","6","5","Blue","26","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$80,001-$100,000","4yearColl"
325,"0","100","572","1","1","4","The employee can feel like the manager would have faith in them in their abilities to complete tasks.","","2","","2","","40","","4","6","0","5","20","35","55","60","75","80","95","100","1","7","1","1","7","6","7","1","7","6","5","Pink","31","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","black","","","","","$20,001-$40,000","4yearColl"
326,"0","100","712","1","1","4","","The employee might feel the manager is being pushy or doesn't trust them, which could make them less motivated or annoyed. ","1","1","","30","","3","","5","5","5","10","25","30","39","47","61","61","76","5","5","1","2","6","3","5","1","4","5","5","blue","27","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$40,001-$60,000","GED"
327,"0","100","328","1","1","4","They might feel that their manager is concerned about their bonus and trying to push them to do well. They might take the push as positive encouragement and get energized from the motivation. They will feel that the manager cares about their success.","","1","1","","50","","3","","4","30","40","50","50","60","80","80","90","95","100","5","7","2","3","6","5","7","1","6","5","5","Forest green","30","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$40,001-$60,000","2yearColl"
328,"0","100","412","1","1","4","It's possible that the employee might see the use of the phrase ""do your absolute best"" as encouragement.  Beyond that I don't think an employee would react positively to this message.","","2","","2","","25","","2","6","10","20","30","40","50","60","70","80","90","100","5","6","1","4","1","2","4","1","6","4","5","Purple","61","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","Over $200,000","4yearColl"
329,"0","100","438","1","1","4","","It sounds vaguely threatening that you would withhold pay based on performance. Working under that type of pressure is quite negative.","2","","1","","35","","2","6","75","75","75","75","75","100","100","100","100","100","2","6","2","2","6","2","6","2","6","6","5","blue","52","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","Over $200,000","PHD"
330,"0","100","902","1","1","4","","The employee might feel pressured or threated by the tone of the message interpreting its as controlling or overly demanding this could lead to resentment or reduced motivation as it suggests the manager is more focused on performance and bonces than on mutual respect","2","","1","","14","","3","6","0","20","40","70","17","82","21","50","77","75","2","6","1","5","7","2","6","1","5","6","5","White","54","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$40,001-$60,000","4yearColl"
331,"0","100","916","1","1","4","This message will clarify to my employee what is at stake and how hard he is expected to work on this project.","","2","","1","","50","","6","6","11","30","30","45","45","64","65","82","100","100","2","6","3","1","6","4","6","2","6","6","5","Blue","35","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","black","","","","","$100,001-$120,000","4yearColl"
332,"0","100","970","1","1","4","It might feel really like a pep talk in a positive they way they  would feel motivated. ","","2","","1","","41","","6","6","0","5","10","30","36","40","51","62","77","100","3","5","5","2","5","3","5","5","5","5","5","blue ","42","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$180,001-$200,000","MA"
333,"0","100","460","1","1","4","","The message is a bit pushy and also a bit threatening about the bonus.","2","","2","","30","","2","6","10","20","30","40","51","60","70","80","90","100","3","5","2","2","5","3","6","1","5","4","5","Blue","35","","","","neg","negatively","negative","","","","","","","","","Other","man","","","white","","","","$0-$20,000","2yearColl"
334,"0","100","426","1","1","4","They could feel positively about the manager because the manager is encouraging them to get a bonus for themselves. ","","2","","1","","40","","6","6","10","24","38","52","62","72","82","91","100","100","5","6","1","2","6","5","5","3","6","5","5","Pink","41","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","black","","","","","$100,001-$120,000","MA"
335,"0","100","536","1","1","4","","They might feel like their opinion does not matter, and that what they are doing means so little","1","2","","10","","3","","5","19","7","40","19","10","22","7","27","12","41","6","6","6","5","5","6","5","5","5","5","6","orange","28","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","black","","","","","$0-$20,000","GED"
336,"0","100","637","1","1","4","The positive attitude will be tainted due the words used and how the message is redacted. It feels more like a thread if not respond correctly. But if the relationship is good enough that will encourage worker to do their best. ","","2","","2","","40","","3","6","0","0","0","0","54","59","66","77","86","100","5","6","2","2","6","6","6","2","6","6","5","Orange ","40","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","","hispanic","","","$120,001-$140,000","4yearColl"
337,"0","100","327","1","1","4","","They may feel that their manager only cares about the bonus and about producing an optimal outcome, not about them.","2","","1","","25","","2","4","10","20","70","80","90","100","100","100","100","100","3","6","1","2","7","2","7","2","5","6","5","Orange","24","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","","hispanic","","","$60,001-$80,000","4yearColl"
338,"0","100","475","1","1","4","That's not a very good message. But they might have a non-negative reaction because the message explains what needs to be done and what happens when it is done correctly. They might feel their manager is being clear in their communication with them.","","2","","2","","50","","3","5","10","20","30","40","50","60","70","80","90","100","2","5","1","3","6","3","7","1","3","5","5","green","49","","","","pos","positively","positive","","Part-time","","","","","","","","woman","","","white","","","","$0-$20,000","2yearColl"
339,"0","100","612","1","1","4","","They would have a negative reaction to the message because it sounds like a threat, there will not be a bonus if they don't perform well. The way it's worded could trigger resistance in the employee, it sounds like it's an order.","2","","1","","40","","5","6","20","35","40","50","50","55","65","75","80","100","2","6","2","2","5","3","6","2","7","6","5","blue","53","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$80,001-$100,000","MA"
340,"0","100","681","1","1","4","I think the employee could have a positive reaction because it sounds like the manager is making it competitive. If the employee is competitive by nature it'll fuel him to want to win. ","","2","","1","","25","","4","5","50","50","50","50","50","100","100","100","100","100","5","4","1","1","4","4","7","1","6","5","5","Aqua","52","","","","pos","positively","positive","","","","","Retired","","","","","woman","","","white","","","","$100,001-$120,000","GED"
341,"0","100","891","1","1","4","This stresses the relationship and the confidence the manager has in employee. The implication is that if employee does his best a bonus will be crested.  This implies that the manager believes the employee can do the task.","","2","","1","","46","","7","5","50","50","73","72","71","73","76","72","75","79","3","5","1","2","7","3","6","1","7","5","5","Yellow","79","","","","pos","positively","positive","","Part-time","","","","","","","","woman","","","white","","","","$60,001-$80,000","4yearColl"
342,"0","100","411","1","1","4","","The message sounds very condescending and demanding. It is not necessarily disrespectful but it just seems cold saying do it and do it 100% right or you won’t get paid for it. ","1","1","","50","","3","","4","2","4","10","10","10","25","25","49","100","100","6","5","2","2","6","2","5","1","5","5","5","Pink","33","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$80,001-$100,000","4yearColl"
343,"0","100","574","1","1","4","The first two sentences are encouraging and get the blood pumping.  Talk about ""at hand"" or ""it's time"" makes it seem like this is a long anticipated exciting event (even though it's not really haha)","","2","","1","","20","","3","5","100","100","100","100","100","100","100","100","100","100","2","5","2","2","6","7","4","2","3","3","5","I like colors in all their variety","43","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$120,001-$140,000","PHD"
344,"0","100","709","1","1","4","The message is giving confidence to the employee by reiterating their skills and encouraging but saying bonus at the end of the reading ","","2","","2","","33","","3","5","1","6","4","4","4","87","32","27","49","95","5","2","2","7","5","6","6","5","3","3","5","Purple","49","","","Interesting survey","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$100,001-$120,000","PHD"
345,"0","100","497","1","1","4","","The employee will have a negative reaction to that message because the tone is very annoying and threatening. ","2","","2","","10","","1","6","0","16","17","17","18","32","32","39","40","50","3","6","2","1","7","3","7","2","7","5","5","blue","31","","","","neg","negatively","negative","Full-time","","","","","","","","","man","asian","","","","","","$140,001-$160,000","4yearColl"
346,"0","100","318","1","1","4","I think its motivating. It sounds like they want me to succeed and this message doesnt come across as condescending or rude. ","","1","1","","42","","4","","6","100","100","100","100","100","100","100","100","100","100","1","7","1","1","7","4","6","1","7","4","5","purple","36","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$20,001-$40,000","GED"
347,"0","100","546","1","1","4","The employee if they are competitive in nature could see that as a fun challenge or game. The trophy is the bonus reward and could help with the motivation to do well. ","","2","","2","","45","","6","4","15","15","25","25","50","50","75","75","100","100","7","4","1","1","7","7","7","2","7","2","5","Blue","37","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$60,001-$80,000","GED"
348,"0","100","1044","1","1","4","","I Think that would be too harsh to send to employees.  In many cases you don't want to punish but rather reward your employees.","2","","1","","20","","2","5","10","20","30","40","50","60","70","80","90","100","4","3","3","3","4","5","5","4","4","3","5","blue","45","","","","neg","negatively","negative","Full-time","","","","","","","","","man","asian","","","","","","$100,001-$120,000","MA"
349,"0","100","230","1","1","4","manager is encouraging and cheering me on, they believe in me to do the task
","","2","","2","","40","","3","5","29","38","57","69","77","85","92","95","96","100","5","2","2","3","3","5","6","3","5","3","5","pink","","","","","pos","positively","positive","","Part-time","","","","","","","","woman","","","white","","","","$160,001-$180,000","4yearColl"
350,"0","100","446","1","1","4","The message is brief and straightforward. It does not feel patronizing and it indicates a level of confidence in the employee's ability to complete the task.","","1","1","","30","","5","","5","0","0","0","0","5","9","15","25","75","100","5","4","2","5","4","5","4","3","3","5","5","black","25","","","","pos","positively","positive","Full-time","","","","","","","","","man","asian","","","","","","$60,001-$80,000","4yearColl"
351,"0","100","356","1","1","4","","It sounds like the employee might hear: You have to do this. You have to do that, And, your livelihood depends on this task. It's quite ominous. ","2","","1","","30","","3","6","10","30","41","54","61","67","72","78","86","100","5","5","2","5","5","5","4","2","7","3","5","black","49","","","thank you","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$20,001-$40,000","GED"
352,"0","100","435","1","1","4","It's straightforward and clear. It explains the whole goal clearly.","","1","1","","41","","6","","4","5","5","5","5","5","5","10","10","20","30","3","5","1","1","6","4","6","1","3","4","5","Blue","20","","","","pos","positively","positive","","Part-time","","","","","","","","man","","black","","","","","$40,001-$60,000","GED"
353,"0","100","438","1","1","4","It encourages them to do their best so they can get as much money as possible. ","","2","","1","","30","","2","5","0","9","23","32","45","55","65","82","99","100","5","2","1","5","6","5","5","2","2","2","5","Green","43","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","GED"
354,"0","100","689","1","1","4","The message could give the employee a sense of hope and a little challenge in knowing that they could receive the full bonus. ","","2","","1","","38","","3","5","30","30","30","50","50","100","100","100","100","100","5","5","2","4","5","1","4","1","3","5","5","Black","24","","","","pos","positively","positive","Full-time","","","","","","","","","man","","black","","","","","$100,001-$120,000","4yearColl"
355,"0","100","283","1","1","4","","The text is not encouraging and, instead, the participant might see the message as belittling and manipulative. ","2","","2","","25","","1","6","100","100","100","100","100","100","100","100","100","100","6","1","3","3","4","5","4","6","2","1","5","Blue","27","","","No additional comments ","neg","negatively","negative","Full-time","","","","","","","","","man","asian","","","","","","$40,001-$60,000","4yearColl"
